r_angstrom,gamma23_mean,gamma23_sem
1.940000000000000213e+01,-6.787072187984668403e+01,3.782784400486857157e-01
1.950000000000000000e+01,-6.803973606385922324e+01,3.788618420871450732e-01
1.960000000000000142e+01,-6.824013536973447458e+01,3.820301431015910021e-01
1.970000000000000284e+01,-6.831269111962670593e+01,3.839818275515577417e-01
1.980000000000000071e+01,-6.839347676657062891e+01,3.856148654664274256e-01
1.990000000000000213e+01,-6.849454285655269814e+01,3.898264316157710740e-01
2.000000000000000000e+01,-6.857429195256707999e+01,3.927480459643634125e-01
2.010000000000000142e+01,-6.865109870497353484e+01,3.956426423061525921e-01
2.020000000000000284e+01,-6.872169108598556875e+01,3.983660781173205545e-01
2.030000000000000071e+01,-6.888638467440517843e+01,3.990763068592435570e-01
2.040000000000000213e+01,-6.895006146802340652e+01,4.037190071338279673e-01
2.050000000000000000e+01,-6.908101308779055216e+01,4.046831898221359136e-01
2.060000000000000142e+01,-6.915981243469045125e+01,4.054537323519900038e-01
2.070000000000000284e+01,-6.924765761160936961e+01,4.058677954442065916e-01
2.080000000000000071e+01,-6.930970435702528221e+01,4.079729681569427835e-01
2.090000000000000213e+01,-6.938745007687143129e+01,4.097946166909723908e-01
2.100000000000000000e+01,-6.953126778255825968e+01,4.107571812922695131e-01
2.110000000000000142e+01,-6.964369533847441573e+01,4.135456731086099569e-01
2.120000000000000284e+01,-6.975612404228401431e+01,4.168884485927369932e-01
2.130000000000000071e+01,-6.990724957886517643e+01,4.185855126722476394e-01
2.140000000000000213e+01,-7.003669676662956078e+01,4.184969176855200534e-01
2.150000000000000000e+01,-7.020588338807068851e+01,4.175922235243763048e-01
2.160000000000000142e+01,-7.030596944332988585e+01,4.188513990826009947e-01
2.170000000000000284e+01,-7.045561394013030565e+01,4.217262207822630171e-01
2.180000000000000071e+01,-7.056168326447755135e+01,4.213822526063727425e-01
2.190000000000000213e+01,-7.077238359042719651e+01,4.236937775170127041e-01
2.200000000000000000e+01,-7.094022045157581147e+01,4.231179490656030717e-01
